1.090000	0.012388
1.100000	0.012413
1.110000	0.012437
1.120000	0.012461
1.130000	0.012486
1.140000	0.012510
1.150000	0.012535
1.160000	0.012559
1.170000	0.012584
1.180000	0.012609
1.190000	0.012633
1.200000	0.012658
1.210000	0.012683
1.220000	0.012708
1.230000	0.012733
1.240000	0.012758
1.250000	0.012783
1.260000	0.012808
1.270000	0.012833
1.280000	0.012858
1.290000	0.012883
1.300000	0.012908
1.310000	0.012934
1.320000	0.012959
1.330000	0.012984
1.340000	0.013010
1.350000	0.013035
1.360000	0.013061
1.370000	0.013086
1.380000	0.013112
1.390000	0.013138
1.400000	0.013163
1.410000	0.013189
1.420000	0.013215
1.430000	0.013241
1.440000	0.013267
1.450000	0.013293
1.460000	0.013319
1.470000	0.013345
1.480000	0.013371
1.490000	0.013397
1.500000	0.013423
1.510000	0.013449
1.520000	0.013476
1.530000	0.013502
1.540000	0.013528
1.550000	0.013555
1.560000	0.013581
1.570000	0.013608
1.580000	0.013635
1.590000	0.013661
1.600000	0.013688
1.610000	0.013715
1.620000	0.013742
1.630000	0.013768
1.640000	0.013795
1.650000	0.013822
1.660000	0.013849
1.670000	0.013876
1.680000	0.013903
1.690000	0.013931
1.700000	0.013958
1.710000	0.013985
1.720000	0.014012
1.730000	0.014040
1.740000	0.014067
1.750000	0.014095
1.760000	0.014122
1.770000	0.014150
1.780000	0.014178
1.790000	0.014205
1.800000	0.014233
1.810000	0.014261
1.820000	0.014289
1.830000	0.014316
1.840000	0.014344
1.850000	0.014372
1.860000	0.014400
1.870000	0.014429
1.880000	0.014457
1.890000	0.014485
1.900000	0.014513
1.910000	0.014542
1.920000	0.014570
1.930000	0.014598
1.940000	0.014627
1.950000	0.014655
1.960000	0.014684
1.970000	0.014713
1.980000	0.014741
1.990000	0.014770
2.000000	0.014799
2.010000	0.014828
2.020000	0.014857
2.030000	0.014886
2.040000	0.014915
2.050000	0.014944
2.060000	0.014973
2.070000	0.015002
2.080000	0.015031
2.090000	0.015061
2.100000	0.015090
2.110000	0.015119
2.120000	0.015149
2.130000	0.015178
2.140000	0.015208
2.150000	0.015237
2.160000	0.015267
2.170000	0.015297
2.180000	0.015327
2.190000	0.015357
2.200000	0.015386
2.210000	0.015416
2.220000	0.015446
2.230000	0.015477
2.240000	0.015507
2.250000	0.015537
2.260000	0.015567
2.270000	0.015597
2.280000	0.015628
2.290000	0.015658
2.300000	0.015689
2.310000	0.015719
2.320000	0.015750
2.330000	0.015780
2.340000	0.015811
2.350000	0.015842
2.360000	0.015873
2.370000	0.015904
2.380000	0.015934
2.390000	0.015965
2.400000	0.015997
2.410000	0.016028
2.420000	0.016059
2.430000	0.016090
2.440000	0.016121
2.450000	0.016153
2.460000	0.016184
2.470000	0.016216
2.480000	0.016247
2.490000	0.016279
2.500000	0.016310
2.510000	0.016342
2.520000	0.016374
2.530000	0.016406
2.540000	0.016437
2.550000	0.016469
2.560000	0.016501
2.570000	0.016533
2.580000	0.016565
2.590000	0.016598
2.600000	0.016630
2.610000	0.016662
2.620000	0.016695
2.630000	0.016727
2.640000	0.016759
2.650000	0.016792
2.660000	0.016825
2.670000	0.016857
2.680000	0.016890
2.690000	0.016923
2.700000	0.016955
2.710000	0.016988
2.720000	0.017021
2.730000	0.017054
2.740000	0.017087
2.750000	0.017121
2.760000	0.017154
2.770000	0.017187
2.780000	0.017220
2.790000	0.017254
2.800000	0.017287
2.810000	0.017321
2.820000	0.017354
2.830000	0.017388
2.840000	0.017422
2.850000	0.017455
2.860000	0.017489
2.870000	0.017523
2.880000	0.017557
2.890000	0.017591
2.900000	0.017625
2.910000	0.017659
2.920000	0.017694
2.930000	0.017728
2.940000	0.017762
2.950000	0.017797
2.960000	0.017831
2.970000	0.017866
2.980000	0.017900
2.990000	0.017935
3.000000	0.017970
3.010000	0.018004
3.020000	0.018039
3.030000	0.018074
3.040000	0.018109
3.050000	0.018144
3.060000	0.018179
3.070000	0.018214
3.080000	0.018250
3.090000	0.018285
3.100000	0.018320
3.110000	0.018356
3.120000	0.018391
3.130000	0.018427
3.140000	0.018462
3.150000	0.018498
3.160000	0.018534
3.170000	0.018570
3.180000	0.018606
3.190000	0.018642
3.200000	0.018678
3.210000	0.018714
3.220000	0.018750
3.230000	0.018786
3.240000	0.018822
3.250000	0.018859
3.260000	0.018895
3.270000	0.018932
3.280000	0.018968
3.290000	0.019005
3.300000	0.019041
3.310000	0.019078
3.320000	0.019115
3.330000	0.019152
3.340000	0.019189
3.350000	0.019226
3.360000	0.019263
3.370000	0.019300
3.380000	0.019338
3.390000	0.019375
3.400000	0.019412
3.410000	0.019450
3.420000	0.019487
3.430000	0.019525
3.440000	0.019562
3.450000	0.019600
3.460000	0.019638
3.470000	0.019676
3.480000	0.019714
3.490000	0.019752
3.500000	0.019790
3.510000	0.019828
3.520000	0.019866
3.530000	0.019904
3.540000	0.019943
3.550000	0.019981
3.560000	0.020020
3.570000	0.020058
3.580000	0.020097
3.590000	0.020136
3.600000	0.020174
3.610000	0.020213
3.620000	0.020252
3.630000	0.020291
3.640000	0.020330
3.650000	0.020369
3.660000	0.020409
3.670000	0.020448
3.680000	0.020487
3.690000	0.020527
3.700000	0.020566
3.710000	0.020606
3.720000	0.020645
3.730000	0.020685
3.740000	0.020725
3.750000	0.020765
3.760000	0.020805
3.770000	0.020845
3.780000	0.020885
3.790000	0.020925
3.800000	0.020965
3.810000	0.021005
3.820000	0.021046
3.830000	0.021086
3.840000	0.021127
3.850000	0.021167
3.860000	0.021208
3.870000	0.021249
3.880000	0.021289
3.890000	0.021330
3.900000	0.021371
3.910000	0.021412
3.920000	0.021453
3.930000	0.021495
3.940000	0.021536
3.950000	0.021577
3.960000	0.021619
3.970000	0.021660
3.980000	0.021702
3.990000	0.021743
4.000000	0.021785
4.010000	0.021827
4.020000	0.021869
4.030000	0.021911
4.040000	0.021953
4.050000	0.021995
4.060000	0.022037
4.070000	0.022079
4.080000	0.022121
4.090000	0.022164
4.100000	0.022206
4.110000	0.022249
4.120000	0.022291
4.130000	0.022334
4.140000	0.022377
4.150000	0.022420
4.160000	0.022463
4.170000	0.022506
4.180000	0.022549
4.190000	0.022592
4.200000	0.022635
4.210000	0.022679
4.220000	0.022722
4.230000	0.022765
4.240000	0.022809
4.250000	0.022853
4.260000	0.022896
4.270000	0.022940
4.280000	0.022984
4.290000	0.023028
4.300000	0.023072
4.310000	0.023116
4.320000	0.023160
4.330000	0.023205
4.340000	0.023249
4.350000	0.023294
4.360000	0.023338
4.370000	0.023383
4.380000	0.023427
4.390000	0.023472
4.400000	0.023517
4.410000	0.023562
4.420000	0.023607
4.430000	0.023652
4.440000	0.023697
4.450000	0.023742
4.460000	0.023788
4.470000	0.023833
4.480000	0.023879
4.490000	0.023924
4.500000	0.023970
4.510000	0.024016
4.520000	0.024061
4.530000	0.024107
4.540000	0.024153
4.550000	0.024199
4.560000	0.024245
4.570000	0.024292
4.580000	0.024338
4.590000	0.024384
4.600000	0.024431
4.610000	0.024477
4.620000	0.024524
4.630000	0.024571
4.640000	0.024618
4.650000	0.024665
4.660000	0.024712
4.670000	0.024759
4.680000	0.024806
4.690000	0.024853
4.700000	0.024900
4.710000	0.024948
4.720000	0.024995
4.730000	0.025043
4.740000	0.025091
4.750000	0.025138
4.760000	0.025186
4.770000	0.025234
4.780000	0.025282
4.790000	0.025330
4.800000	0.025378
4.810000	0.025427
4.820000	0.025475
4.830000	0.025523
4.840000	0.025572
4.850000	0.025620
4.860000	0.025669
4.870000	0.025718
4.880000	0.025767
4.890000	0.025816
4.900000	0.025865
4.910000	0.025914
4.920000	0.025963
4.930000	0.026012
4.940000	0.026062
4.950000	0.026111
4.960000	0.026161
4.970000	0.026211
4.980000	0.026260
4.990000	0.026310
5.000000	0.026360
5.010000	0.026410
5.020000	0.026460
5.030000	0.026510
5.040000	0.026561
5.050000	0.026611
5.060000	0.026661
5.070000	0.026712
5.080000	0.026763
5.090000	0.026813
5.100000	0.026864
5.110000	0.026915
5.120000	0.026966
5.130000	0.027017
5.140000	0.027068
5.150000	0.027120
5.160000	0.027171
5.170000	0.027222
5.180000	0.027274
5.190000	0.027326
5.200000	0.027377
5.210000	0.027429
5.220000	0.027481
5.230000	0.027533
5.240000	0.027585
5.250000	0.027637
5.260000	0.027690
5.270000	0.027742
5.280000	0.027794
5.290000	0.027847
5.300000	0.027900
5.310000	0.027952
5.320000	0.028005
5.330000	0.028058
5.340000	0.028111
5.350000	0.028164
5.360000	0.028217
5.370000	0.028271
5.380000	0.028324
5.390000	0.028378
5.400000	0.028431
5.410000	0.028485
5.420000	0.028539
5.430000	0.028592
5.440000	0.028646
5.450000	0.028700
5.460000	0.028755
5.470000	0.028809
5.480000	0.028863
5.490000	0.028918
5.500000	0.028972
5.510000	0.029027
5.520000	0.029081
5.530000	0.029136
5.540000	0.029191
5.550000	0.029246
5.560000	0.029301
5.570000	0.029356
5.580000	0.029412
5.590000	0.029467
5.600000	0.029523
5.610000	0.029578
5.620000	0.029634
5.630000	0.029690
5.640000	0.029745
5.650000	0.029801
5.660000	0.029857
5.670000	0.029914
5.680000	0.029970
5.690000	0.030026
5.700000	0.030083
5.710000	0.030139
5.720000	0.030196
5.730000	0.030253
5.740000	0.030310
5.750000	0.030366
5.760000	0.030424
5.770000	0.030481
5.780000	0.030538
5.790000	0.030595
5.800000	0.030653
5.810000	0.030710
5.820000	0.030768
5.830000	0.030826
5.840000	0.030884
5.850000	0.030941
5.860000	0.031000
5.870000	0.031058
5.880000	0.031116
5.890000	0.031174
5.900000	0.031233
5.910000	0.031291
5.920000	0.031350
5.930000	0.031409
5.940000	0.031468
5.950000	0.031527
5.960000	0.031586
5.970000	0.031645
5.980000	0.031704
5.990000	0.031763
6.000000	0.031823
6.010000	0.031882
6.020000	0.031942
6.030000	0.032002
6.040000	0.032062
6.050000	0.032122
6.060000	0.032182
6.070000	0.032242
6.080000	0.032302
6.090000	0.032363
6.100000	0.032423
6.110000	0.032484
6.120000	0.032545
6.130000	0.032605
6.140000	0.032666
6.150000	0.032727
6.160000	0.032788
6.170000	0.032850
6.180000	0.032911
6.190000	0.032972
6.200000	0.033034
6.210000	0.033096
6.220000	0.033157
6.230000	0.033219
6.240000	0.033281
6.250000	0.033343
6.260000	0.033406
6.270000	0.033468
6.280000	0.033530
6.290000	0.033593
6.300000	0.033655
6.310000	0.033718
6.320000	0.033781
6.330000	0.033844
6.340000	0.033907
6.350000	0.033970
6.360000	0.034033
6.370000	0.034097
6.380000	0.034160
6.390000	0.034224
6.400000	0.034287
6.410000	0.034351
6.420000	0.034415
6.430000	0.034479
6.440000	0.034543
6.450000	0.034607
6.460000	0.034672
6.470000	0.034736
6.480000	0.034801
6.490000	0.034865
6.500000	0.034930
6.510000	0.034995
6.520000	0.035060
6.530000	0.035125
6.540000	0.035190
6.550000	0.035256
6.560000	0.035321
6.570000	0.035387
6.580000	0.035452
6.590000	0.035518
6.600000	0.035584
6.610000	0.035650
6.620000	0.035716
6.630000	0.035782
6.640000	0.035849
6.650000	0.035915
6.660000	0.035982
6.670000	0.036048
6.680000	0.036115
6.690000	0.036182
6.700000	0.036249
6.710000	0.036316
6.720000	0.036383
6.730000	0.036451
6.740000	0.036518
6.750000	0.036586
6.760000	0.036654
6.770000	0.036721
6.780000	0.036789
6.790000	0.036857
6.800000	0.036925
6.810000	0.036994
6.820000	0.037062
6.830000	0.037131
6.840000	0.037199
6.850000	0.037268
6.860000	0.037337
6.870000	0.037406
6.880000	0.037475
6.890000	0.037544
6.900000	0.037613
6.910000	0.037683
6.920000	0.037752
6.930000	0.037822
6.940000	0.037891
6.950000	0.037961
6.960000	0.038031
6.970000	0.038101
6.980000	0.038172
6.990000	0.038242
7.000000	0.038312
7.010000	0.038383
7.020000	0.038454
7.030000	0.038524
7.040000	0.038595
7.050000	0.038666
7.060000	0.038738
7.070000	0.038809
7.080000	0.038880
7.090000	0.038952
7.100000	0.039023
7.110000	0.039095
7.120000	0.039167
7.130000	0.039239
7.140000	0.039311
7.150000	0.039383
7.160000	0.039456
7.170000	0.039528
7.180000	0.039601
7.190000	0.039673
7.200000	0.039746
7.210000	0.039819
7.220000	0.039892
7.230000	0.039966
7.240000	0.040039
7.250000	0.040112
7.260000	0.040186
7.270000	0.040259
7.280000	0.040333
7.290000	0.040407
7.300000	0.040481
7.310000	0.040555
7.320000	0.040630
7.330000	0.040704
7.340000	0.040779
7.350000	0.040853
7.360000	0.040928
7.370000	0.041003
7.380000	0.041078
7.390000	0.041153
7.400000	0.041228
7.410000	0.041304
7.420000	0.041379
7.430000	0.041455
7.440000	0.041531
7.450000	0.041606
7.460000	0.041682
7.470000	0.041759
7.480000	0.041835
7.490000	0.041911
7.500000	0.041988
7.510000	0.042064
7.520000	0.042141
7.530000	0.042218
7.540000	0.042295
7.550000	0.042372
7.560000	0.042449
7.570000	0.042527
7.580000	0.042604
7.590000	0.042682
7.600000	0.042760
7.610000	0.042837
7.620000	0.042915
7.630000	0.042994
7.640000	0.043072
7.650000	0.043150
7.660000	0.043229
7.670000	0.043307
7.680000	0.043386
7.690000	0.043465
7.700000	0.043544
7.710000	0.043623
7.720000	0.043703
7.730000	0.043782
7.740000	0.043861
7.750000	0.043941
7.760000	0.044021
7.770000	0.044101
7.780000	0.044181
7.790000	0.044261
7.800000	0.044341
7.810000	0.044422
7.820000	0.044502
7.830000	0.044583
7.840000	0.044664
7.850000	0.044745
7.860000	0.044826
7.870000	0.044907
7.880000	0.044988
7.890000	0.045070
7.900000	0.045152
7.910000	0.045233
7.920000	0.045315
7.930000	0.045397
7.940000	0.045479
7.950000	0.045561
7.960000	0.045644
7.970000	0.045726
7.980000	0.045809
7.990000	0.045892
8.000000	0.045975
8.010000	0.046058
8.020000	0.046141
8.030000	0.046224
8.040000	0.046308
8.050000	0.046391
8.060000	0.046475
8.070000	0.046559
8.080000	0.046643
8.090000	0.046727
8.100000	0.046811
8.110000	0.046895
8.120000	0.046980
8.130000	0.047065
8.140000	0.047149
8.150000	0.047234
8.160000	0.047319
8.170000	0.047405
8.180000	0.047490
8.190000	0.047575
8.200000	0.047661
8.210000	0.047747
8.220000	0.047832
8.230000	0.047918
8.240000	0.048005
8.250000	0.048091
8.260000	0.048177
8.270000	0.048264
8.280000	0.048350
8.290000	0.048437
8.300000	0.048524
8.310000	0.048611
8.320000	0.048698
8.330000	0.048786
8.340000	0.048873
8.350000	0.048961
8.360000	0.049049
8.370000	0.049136
8.380000	0.049225
8.390000	0.049313
8.400000	0.049401
8.410000	0.049489
8.420000	0.049578
8.430000	0.049667
8.440000	0.049756
8.450000	0.049845
8.460000	0.049934
8.470000	0.050023
8.480000	0.050112
8.490000	0.050202
8.500000	0.050292
8.510000	0.050381
8.520000	0.050471
8.530000	0.050561
8.540000	0.050652
8.550000	0.050742
8.560000	0.050833
8.570000	0.050923
8.580000	0.051014
8.590000	0.051105
8.600000	0.051196
8.610000	0.051287
8.620000	0.051379
8.630000	0.051470
8.640000	0.051562
8.650000	0.051654
8.660000	0.051746
8.670000	0.051838
8.680000	0.051930
8.690000	0.052022
8.700000	0.052115
8.710000	0.052207
8.720000	0.052300
8.730000	0.052393
8.740000	0.052486
8.750000	0.052579
8.760000	0.052673
8.770000	0.052766
8.780000	0.052860
8.790000	0.052954
8.800000	0.053047
8.810000	0.053142
8.820000	0.053236
8.830000	0.053330
8.840000	0.053425
8.850000	0.053519
8.860000	0.053614
8.870000	0.053709
8.880000	0.053804
8.890000	0.053899
8.900000	0.053995
8.910000	0.054090
8.920000	0.054186
8.930000	0.054281
8.940000	0.054377
8.950000	0.054473
8.960000	0.054570
8.970000	0.054666
8.980000	0.054763
8.990000	0.054859
9.000000	0.054956
9.010000	0.055053
9.020000	0.055150
9.030000	0.055247
9.040000	0.055345
9.050000	0.055442
9.060000	0.055540
9.070000	0.055638
9.080000	0.055736
9.090000	0.055834
9.100000	0.055932
9.110000	0.056031
9.120000	0.056129
9.130000	0.056228
9.140000	0.056327
9.150000	0.056426
9.160000	0.056525
9.170000	0.056624
9.180000	0.056724
9.190000	0.056823
9.200000	0.056923
9.210000	0.057023
9.220000	0.057123
9.230000	0.057223
9.240000	0.057323
9.250000	0.057424
9.260000	0.057525
9.270000	0.057625
9.280000	0.057726
9.290000	0.057827
9.300000	0.057929
9.310000	0.058030
9.320000	0.058131
9.330000	0.058233
9.340000	0.058335
9.350000	0.058437
9.360000	0.058539
9.370000	0.058641
9.380000	0.058744
9.390000	0.058846
9.400000	0.058949
9.410000	0.059052
9.420000	0.059155
9.430000	0.059258
9.440000	0.059362
9.450000	0.059465
9.460000	0.059569
9.470000	0.059672
9.480000	0.059776
9.490000	0.059881
9.500000	0.059985
9.510000	0.060089
9.520000	0.060194
9.530000	0.060298
9.540000	0.060403
9.550000	0.060508
9.560000	0.060613
9.570000	0.060719
9.580000	0.060824
9.590000	0.060930
9.600000	0.061036
9.610000	0.061141
9.620000	0.061248
9.630000	0.061354
9.640000	0.061460
9.650000	0.061567
9.660000	0.061673
9.670000	0.061780
9.680000	0.061887
9.690000	0.061994
9.700000	0.062102
9.710000	0.062209
9.720000	0.062317
9.730000	0.062425
9.740000	0.062532
9.750000	0.062641
9.760000	0.062749
9.770000	0.062857
9.780000	0.062966
9.790000	0.063074
9.800000	0.063183
9.810000	0.063292
9.820000	0.063401
9.830000	0.063511
9.840000	0.063620
9.850000	0.063730
9.860000	0.063840
9.870000	0.063950
9.880000	0.064060
9.890000	0.064170
9.900000	0.064280
9.910000	0.064391
9.920000	0.064502
9.930000	0.064612
9.940000	0.064723
9.950000	0.064835
9.960000	0.064946
9.970000	0.065057
9.980000	0.065169
9.990000	0.065281
10.000000	0.065393
10.010000	0.065505
10.020000	0.065617
10.030000	0.065730
10.040000	0.065842
10.050000	0.065955
10.060000	0.066068
10.070000	0.066181
10.080000	0.066294
10.090000	0.066408
10.100000	0.066521
10.110000	0.066635
10.120000	0.066749
10.130000	0.066863
10.140000	0.066977
10.150000	0.067091
10.160000	0.067206
10.170000	0.067321
10.180000	0.067435
10.190000	0.067550
10.200000	0.067666
10.210000	0.067781
10.220000	0.067896
10.230000	0.068012
10.240000	0.068128
10.250000	0.068244
10.260000	0.068360
10.270000	0.068476
10.280000	0.068592
10.290000	0.068709
10.300000	0.068826
10.310000	0.068943
10.320000	0.069060
10.330000	0.069177
10.340000	0.069294
10.350000	0.069412
10.360000	0.069529
10.370000	0.069647
10.380000	0.069765
10.390000	0.069883
10.400000	0.070002
10.410000	0.070120
10.420000	0.070239
10.430000	0.070358
10.440000	0.070477
10.450000	0.070596
10.460000	0.070715
10.470000	0.070835
10.480000	0.070954
10.490000	0.071074
10.500000	0.071194
10.510000	0.071314
10.520000	0.071434
10.530000	0.071555
10.540000	0.071675
10.550000	0.071796
10.560000	0.071917
10.570000	0.072038
10.580000	0.072159
10.590000	0.072281
10.600000	0.072402
10.610000	0.072524
10.620000	0.072646
10.630000	0.072768
10.640000	0.072890
10.650000	0.073012
10.660000	0.073135
10.670000	0.073258
10.680000	0.073381
10.690000	0.073504
10.700000	0.073627
10.710000	0.073750
10.720000	0.073874
10.730000	0.073997
10.740000	0.074121
10.750000	0.074245
10.760000	0.074369
10.770000	0.074494
10.780000	0.074618
10.790000	0.074743
10.800000	0.074868
10.810000	0.074993
10.820000	0.075118
10.830000	0.075243
10.840000	0.075368
10.850000	0.075494
10.860000	0.075620
10.870000	0.075746
10.880000	0.075872
10.890000	0.075998
10.900000	0.076125
10.910000	0.076251
10.920000	0.076378
10.930000	0.076505
10.940000	0.076632
10.950000	0.076759
10.960000	0.076887
10.970000	0.077015
10.980000	0.077142
10.990000	0.077270
11.000000	0.077398
11.010000	0.077527
11.020000	0.077655
11.030000	0.077784
11.040000	0.077912
11.050000	0.078041
11.060000	0.078170
11.070000	0.078300
11.080000	0.078429
11.090000	0.078559
11.100000	0.078688
11.110000	0.078818
11.120000	0.078948
11.130000	0.079079
11.140000	0.079209
11.150000	0.079340
11.160000	0.079470
11.170000	0.079601
11.180000	0.079732
11.190000	0.079863
11.200000	0.079995
11.210000	0.080126
11.220000	0.080258
11.230000	0.080390
11.240000	0.080522
11.250000	0.080654
11.260000	0.080787
11.270000	0.080919
11.280000	0.081052
11.290000	0.081185
11.300000	0.081318
11.310000	0.081451
11.320000	0.081585
11.330000	0.081718
11.340000	0.081852
11.350000	0.081986
11.360000	0.082120
11.370000	0.082254
11.380000	0.082388
11.390000	0.082523
11.400000	0.082658
11.410000	0.082792
11.420000	0.082928
11.430000	0.083063
11.440000	0.083198
11.450000	0.083334
11.460000	0.083469
11.470000	0.083605
11.480000	0.083741
11.490000	0.083877
11.500000	0.084014
11.510000	0.084150
11.520000	0.084287
11.530000	0.084424
11.540000	0.084561
11.550000	0.084698
11.560000	0.084836
11.570000	0.084973
11.580000	0.085111
11.590000	0.085249
11.600000	0.085387
11.610000	0.085525
11.620000	0.085663
11.630000	0.085802
11.640000	0.085940
11.650000	0.086079
11.660000	0.086218
11.670000	0.086358
11.680000	0.086497
11.690000	0.086636
11.700000	0.086776
11.710000	0.086916
11.720000	0.087056
11.730000	0.087196
11.740000	0.087337
11.750000	0.087477
11.760000	0.087618
11.770000	0.087759
11.780000	0.087900
11.790000	0.088041
11.800000	0.088182
11.810000	0.088324
11.820000	0.088465
11.830000	0.088607
11.840000	0.088749
11.850000	0.088891
11.860000	0.089034
11.870000	0.089176
11.880000	0.089319
11.890000	0.089462
11.900000	0.089605
11.910000	0.089748
11.920000	0.089891
11.930000	0.090035
11.940000	0.090179
11.950000	0.090322
11.960000	0.090466
11.970000	0.090611
11.980000	0.090755
11.990000	0.090899
12.000000	0.091044
12.010000	0.091189
12.020000	0.091334
12.030000	0.091479
12.040000	0.091624
12.050000	0.091770
12.060000	0.091916
12.070000	0.092061
12.080000	0.092207
12.090000	0.092354
12.100000	0.092500
12.110000	0.092646
12.120000	0.092793
12.130000	0.092940
12.140000	0.093087
12.150000	0.093234
12.160000	0.093381
12.170000	0.093529
12.180000	0.093676
12.190000	0.093824
12.200000	0.093972
12.210000	0.094120
12.220000	0.094269
12.230000	0.094417
12.240000	0.094566
12.250000	0.094715
12.260000	0.094864
12.270000	0.095013
12.280000	0.095162
12.290000	0.095312
12.300000	0.095461
12.310000	0.095611
12.320000	0.095761
12.330000	0.095911
12.340000	0.096061
12.350000	0.096212
12.360000	0.096362
12.370000	0.096513
12.380000	0.096664
12.390000	0.096815
12.400000	0.096967
12.410000	0.097118
12.420000	0.097270
12.430000	0.097421
12.440000	0.097573
12.450000	0.097725
12.460000	0.097878
12.470000	0.098030
12.480000	0.098183
12.490000	0.098335
12.500000	0.098488
12.510000	0.098641
12.520000	0.098795
12.530000	0.098948
12.540000	0.099102
12.550000	0.099255
12.560000	0.099409
12.570000	0.099563
12.580000	0.099717
12.590000	0.099872
12.600000	0.100026
12.610000	0.100181
12.620000	0.100336
12.630000	0.100491
12.640000	0.100646
12.650000	0.100801
12.660000	0.100957
12.670000	0.101113
12.680000	0.101269
12.690000	0.101425
12.700000	0.101581
12.710000	0.101737
12.720000	0.101893
12.730000	0.102050
12.740000	0.102207
12.750000	0.102364
12.760000	0.102521
12.770000	0.102678
12.780000	0.102836
12.790000	0.102993
12.800000	0.103151
12.810000	0.103309
12.820000	0.103467
12.830000	0.103625
12.840000	0.103784
12.850000	0.103942
12.860000	0.104101
12.870000	0.104260
12.880000	0.104419
12.890000	0.104578
12.900000	0.104738
12.910000	0.104897
12.920000	0.105057
12.930000	0.105217
12.940000	0.105377
12.950000	0.105537
12.960000	0.105697
12.970000	0.105858
12.980000	0.106019
12.990000	0.106179
13.000000	0.106340
13.010000	0.106501
13.020000	0.106663
13.030000	0.106824
13.040000	0.106986
13.050000	0.107148
13.060000	0.107310
13.070000	0.107472
13.080000	0.107634
13.090000	0.107796
13.100000	0.107959
13.110000	0.108121
13.120000	0.108284
13.130000	0.108447
13.140000	0.108611
13.150000	0.108774
13.160000	0.108937
13.170000	0.109101
13.180000	0.109265
13.190000	0.109429
13.200000	0.109593
13.210000	0.109757
13.220000	0.109922
13.230000	0.110086
13.240000	0.110251
13.250000	0.110416
13.260000	0.110581
13.270000	0.110746
13.280000	0.110912
13.290000	0.111077
13.300000	0.111243
13.310000	0.111409
13.320000	0.111575
13.330000	0.111741
13.340000	0.111907
13.350000	0.112073
13.360000	0.112240
13.370000	0.112407
13.380000	0.112574
13.390000	0.112741
13.400000	0.112908
13.410000	0.113075
13.420000	0.113243
13.430000	0.113410
13.440000	0.113578
13.450000	0.113746
13.460000	0.113914
13.470000	0.114083
13.480000	0.114251
13.490000	0.114420
13.500000	0.114588
13.510000	0.114757
13.520000	0.114926
13.530000	0.115096
13.540000	0.115265
13.550000	0.115434
13.560000	0.115604
13.570000	0.115774
13.580000	0.115944
13.590000	0.116114
13.600000	0.116284
13.610000	0.116454
13.620000	0.116625
13.630000	0.116796
13.640000	0.116967
13.650000	0.117138
13.660000	0.117309
13.670000	0.117480
13.680000	0.117651
13.690000	0.117823
13.700000	0.117995
13.710000	0.118167
13.720000	0.118339
13.730000	0.118511
13.740000	0.118683
13.750000	0.118856
13.760000	0.119028
13.770000	0.119201
13.780000	0.119374
13.790000	0.119547
13.800000	0.119720
13.810000	0.119893
13.820000	0.120067
13.830000	0.120240
13.840000	0.120414
13.850000	0.120588
13.860000	0.120762
13.870000	0.120936
13.880000	0.121111
13.890000	0.121285
13.900000	0.121460
13.910000	0.121635
13.920000	0.121810
13.930000	0.121985
13.940000	0.122160
13.950000	0.122335
13.960000	0.122511
13.970000	0.122686
13.980000	0.122862
13.990000	0.123038
